Pentlandite,Chalcopyrite,Pyrrhotite_0,Pyrite,(SO4)2-,H2O,O,H+,Fe2+,Fe3+,Cu2+,Ni2+
421.26,262.14,198.9,124.44,0.05461967,0.5,0.007,0.00000002,0.00157466,0.198225,0.004676968,0.00632
