Pentlandite,Chalcopyrite,Pyrrhotite_0,Pyrite,(SO4)2-,H20,O,H+,Fe2+,Fe3+
421260,262140,198900,124440,54.61967,500,7,0.00002,0.0000157466,0.000198225
